Id,SalePrice
1461,125644.875
1462,163792.28
1463,183581.64
1464,198045.27
1465,190351.86
1466,175418.06
1467,179360.78
1468,164640.0
1469,193677.6
1470,123216.445
1471,200858.45
1472,95820.33
1473,93272.47
1474,152125.45
1475,126118.11
1476,372919.47
1477,247373.92
1478,276326.34
1479,285819.6
1480,475535.12
1481,322282.47
1482,203290.67
1483,168921.36
1484,167937.67
1485,175775.1
1486,192653.53
1487,331092.03
1488,240717.73
1489,199287.39
1490,221681.12
1491,192002.22
1492,91782.63
1493,166583.75
1494,300883.4
1495,289350.7
1496,238023.58
1497,182012.69
1498,159915.05
1499,157286.78
1500,142070.88
1501,171424.8
1502,145430.7
1503,299602.34
1504,242654.06
1505,226702.36
1506,189049.66
1507,248017.39
1508,199910.98
1509,168615.55
1510,144426.3
1511,144384.3
1512,165062.75
1513,127998.43
1514,148669.08
1515,201504.08
1516,156431.4
1517,164642.2
1518,132199.89
1519,218840.14
1520,135419.36
1521,137224.86
1522,171951.03
1523,113971.15
1524,127184.14
1525,126464.86
1526,113196.97
1527,99826.266
1528,139361.25
1529,151815.44
1530,171594.89
1531,105998.414
1532,93001.12
1533,140396.42
1534,126615.83
1535,158004.06
1536,107201.055
1537,65581.766
1538,160427.53
1539,195737.4
1540,93928.555
1541,139890.95
1542,136622.5
1543,216476.72
1544,76814.03
1545,105534.52
1546,126196.31
1547,127356.984
1548,138485.12
1549,111239.945
1550,135052.31
1551,111437.234
1552,134795.22
1553,143522.16
1554,109094.09
1555,162451.16
1556,84061.74
1557,103579.11
1558,94311.65
1559,67467.22
1560,140543.66
1561,130071.66
1562,132181.98
1563,119954.195
1564,159922.22
1565,143649.92
1566,237874.72
1567,72482.2
1568,224528.8
1569,136706.44
1570,141140.56
1571,130570.03
1572,149277.58
1573,238495.98
1574,111751.72
1575,228682.7
1576,224992.0
1577,187569.7
1578,146079.02
1579,146519.34
1580,196743.72
1581,144480.17
1582,127888.98
1583,333084.72
1584,224502.89
1585,141824.38
1586,67587.52
1587,93785.07
1588,151272.47
1589,93960.45
1590,131989.27
1591,95766.06
1592,113650.63
