Id,SalePrice
1461,208499.6875
1462,181497.984375
1463,223500.4375
1464,140001.546875
1465,250001.953125
1466,143001.109375
1467,306997.5625
1468,200001.703125
1469,129900.3359375
1470,117997.6875
1471,129500.0546875
1472,344998.65625
1473,143999.59375
1474,279500.125
1475,157001.109375
1476,132000.78125
1477,149000.1875
1478,90000.578125
1479,159000.734375
1480,139000.203125
1481,325300.96875
1482,139398.953125
1483,230001.78125
1484,129900.4140625
1485,154000.140625
1486,256301.90625
1487,134799.40625
1488,305998.40625
1489,207499.546875
1490,68499.8515625
1491,40002.74609375
1492,149351.65625
1493,179901.0
1494,165500.390625
1495,277498.6875
1496,309000.3125
1497,145001.8125
1498,153000.875
1499,109000.5703125
1500,81999.8515625
1501,160001.9375
1502,169998.90625
1503,143999.90625
1504,130249.7109375
1505,140999.6875
1506,319898.375
1507,239684.46875
1508,249700.59375
1509,112999.5546875
1510,126999.3046875
1511,176998.609375
1512,114502.2265625
1513,110001.6171875
1514,384994.65625
1515,130001.1015625
1516,180503.5625
1517,172501.765625
1518,196501.0625
1519,438778.03125
1520,124899.21875
1521,158000.34375
1522,101001.171875
1523,202500.84375
1524,140001.796875
1525,219500.234375
1526,317000.3125
1527,180002.609375
1528,225999.203125
1529,79999.953125
1530,224999.296875
1531,244001.140625
1532,129500.2265625
1533,185002.296875
1534,144901.390625
1535,107399.2734375
1536,90999.4921875
1537,135749.109375
1538,126999.828125
1539,136501.34375
1540,110001.078125
1541,193501.4375
1542,153500.328125
1543,245001.421875
1544,126502.8828125
1545,168501.734375
1546,260001.453125
1547,174001.640625
1548,164501.734375
1549,85004.578125
1550,123599.078125
1551,109899.3515625
1552,98603.0625
1553,163499.015625
1554,133900.296875
1555,204749.390625
1556,185000.421875
1557,214000.0625
1558,94751.3515625
1559,83000.7734375
1560,128950.5703125
1561,205000.96875
1562,178002.40625
1563,118964.6484375
1564,198900.96875
1565,169502.5625
1566,250002.109375
1567,100000.953125
1568,114999.421875
1569,115001.1875
1570,190002.59375
1571,136901.671875
1572,180000.125
1573,383967.15625
1574,217000.578125
1575,259497.5
1576,176002.28125
1577,138999.3125
1578,155000.71875
1579,319998.6875
1580,163991.359375
1581,180000.421875
1582,100000.8828125
1583,136000.171875
1584,153900.78125
1585,181000.921875
1586,84500.9765625
1587,128002.59375
1588,87000.4765625
1589,155001.015625
1590,150001.765625
1591,226000.921875
1592,243999.09375
1593,150751.25
1594,219998.703125
1595,180002.234375
1596,174002.203125
1597,143001.6875
1598,171003.8125
1599,230001.6875
1600,231498.765625
1601,115000.828125
1602,259997.40625
1603,166000.828125
1604,204000.453125
1605,125003.59375
1606,130001.8515625
1607,105000.15625
1608,222500.609375
1609,140999.4375
1610,115000.703125
1611,122001.1953125
1612,372398.09375
1613,190002.15625
1614,234996.453125
1615,125000.3359375
1616,79000.1640625
1617,109499.3046875
1618,269500.375
1619,254899.90625
1620,320000.40625
1621,162500.109375
1622,412496.875
1623,220000.34375
1624,103198.875
1625,152000.234375
1626,127499.9921875
1627,190000.46875
1628,325622.46875
1629,183501.046875
1630,228001.875
1631,128502.1171875
1632,215000.875
1633,238997.3125
1634,163002.4375
1635,184000.703125
1636,242998.90625
1637,211001.03125
1638,172500.875
1639,501830.1875
1640,100001.7734375
1641,177001.734375
1642,200098.65625
1643,120000.953125
1644,200001.859375
1645,127001.171875
1646,474996.125
1647,173000.171875
1648,135001.78125
1649,153337.21875
1650,285997.0
1651,314997.90625
1652,184000.828125
1653,192000.28125
1654,130002.0625
1655,127000.359375
1656,148500.78125
1657,311870.9375
1658,235004.875
1659,104003.0078125
1660,274898.96875
1661,140000.984375
1662,171499.8125
1663,111999.2578125
1664,148999.5625
1665,109999.90625
1666,180503.078125
1667,143901.046875
1668,140999.921875
1669,276998.375
1670,145000.5625
1671,97999.765625
1672,186000.015625
1673,252677.09375
1674,155998.171875
1675,161749.453125
1676,134449.921875
1677,209999.734375
1678,107001.234375
1679,311495.71875
1680,167240.171875
1681,204900.203125
1682,200002.234375
1683,179900.546875
1684,97001.65625
1685,386249.8125
1686,112002.3359375
1687,290000.0625
1688,106001.125
1689,125000.5234375
1690,192500.484375
1691,148000.75
1692,402998.09375
1693,94501.84375
1694,128199.5
1695,216500.296875
1696,89503.015625
1697,185501.0625
1698,194501.453125
1699,317999.96875
1700,113001.8671875
1701,262499.0
1702,110499.375
1703,79000.7421875
1704,120001.671875
1705,205000.890625
1706,241498.203125
1707,136999.78125
1708,140001.234375
1709,180001.859375
1710,277002.0
1711,76501.5703125
1712,234998.734375
1713,173001.734375
1714,158000.03125
1715,144999.671875
1716,230000.71875
1717,207500.234375
1718,220000.5625
1719,231501.09375
1720,97000.90625
1721,176001.21875
1722,276002.125
1723,151000.375
1724,130001.3203125
1725,73002.40625
1726,175500.921875
1727,185000.203125
1728,179500.84375
1729,120500.0234375
1730,148001.078125
1731,266000.90625
1732,241498.375
1733,289999.6875
1734,139001.296875
1735,124499.7421875
1736,205000.515625
1737,201001.9375
1738,141000.171875
1739,415295.9375
1740,192002.28125
1741,228500.953125
1742,185000.015625
1743,207499.375
1744,244601.125
1745,179200.78125
1746,164701.453125
1747,159000.828125
1748,88001.0
1749,122000.59375
1750,153575.3125
1751,233230.8125
