Id,SalePrice
1461,125346.03857417495
1462,162512.21755254496
1463,188707.76433729683
1464,199144.32312074548
1465,187036.91970180604
1466,168749.65032069245
1467,177335.94372868285
1468,164948.01509014922
1469,181948.45105247447
1470,126291.76347876922
1471,186915.16376400844
1472,100783.78578711479
1473,99264.00774587925
1474,153477.04560089085
1475,121414.83243687534
1476,358118.2982854185
1477,255064.68083905693
1478,290555.63807375845
1479,283704.523543644
1480,461422.02269226575
1481,346247.40971883823
1482,204394.88286890622
1483,172334.0493768433
1484,170234.3736900756
1485,172824.00567199802
1486,199030.16671135536
1487,352011.065062248
1488,221816.27947399425
1489,213927.22208034858
1490,240605.08076590628
1491,183312.33482732534
1492,92639.58229744187
1493,175375.7964117514
1494,297973.75971229444
1495,267956.2705773184
1496,245307.25617076491
1497,182691.1878539387
1498,170156.56040442697
1499,157446.0339363704
1500,156579.49421374543
1501,186605.4866612018
1502,144521.80371738385
1503,307267.9569172647
1504,232159.72232928127
1505,233673.9083598934
1506,193519.7373416654
1507,254057.50922730594
1508,205244.4731636503
1509,168425.0901607304
1510,166085.11418678527
1511,148980.82215550396
1512,176197.88639393414
1513,138231.09902862326
1514,147212.41738306632
1515,188026.3028215504
1516,140387.36439517324
1517,160709.61094166047
1518,130733.55430336492
1519,226408.67410126442
1520,134798.92577717418
1521,143966.0749221853
1522,175461.21313584133
1523,115657.67729101183
1524,126284.66102923664
1525,124209.1144381772
1526,116124.61135982345
1527,100807.30269427554
1528,127632.19786153795
1529,154961.12710115008
1530,169643.82494069784
1531,117981.0752072425
1532,91122.61539694085
1533,133788.685768665
1534,120825.90706011109
1535,141996.0623334214
1536,108870.46487814884
1537,65407.65246397399
1538,161522.9048991121
1539,209609.637962994
1540,81040.11950569668
1541,144378.70819695957
1542,132419.70872844555
1543,216247.79444596588
1544,75694.13562866859
1545,104142.67815802073
1546,145718.06213475726
1547,157832.77206068236
1548,146473.7359945971
1549,114312.54244190702
1550,152297.66155506176
1551,112858.36800247926
1552,140966.0940543454
1553,147536.10006682103
1554,112201.50152493383
1555,166370.06943095016
1556,72911.55699653932
1557,95132.04077177911
1558,101374.4695244454
1559,75574.87650423471
1560,136962.34407935006
1561,134201.60045077224
1562,121627.9767964399
1563,123453.33722466281
1564,155581.9838893413
1565,143985.35583390942
1566,227019.00606971668
1567,70282.22709515702
1568,247537.95110619196
1569,128484.81752521364
1570,140966.86909552297
1571,122274.99019057157
1572,146742.74543281313
1573,213851.74697757646
1574,105653.46665202668
1575,195984.72616520984
1576,233563.77946393538
1577,188852.89033556925
1578,143675.18949531548
1579,142627.1897445876
1580,180844.22140862033
1581,149418.27742186046
1582,127526.59215776062
1583,335346.68310377677
1584,211167.3149717265
1585,141225.0435251076
1586,67926.15785573726
1587,97132.40700563496
1588,160074.06220902634
1589,85524.46090704105
1590,136405.0198498301
1591,99550.31285376559
1592,119762.40772038288
1593,134675.0541802708
1594,150007.2168695608
1595,102447.30465439911
1596,230234.64383263496
1597,175825.21229310194
1598,197214.50838662253
1599,174507.8993935292
1600,160802.2855263304
1601,50508.551330175476
1602,106887.06011485454
1603,92061.87285083055
1604,257545.08770061925
1605,231534.34834575775
1606,175867.36792263863
1607,172189.33732976424
1608,204603.04321206472
1609,179416.08609220822
1610,152536.2193340063
1611,126352.0434761946
1612,171525.21123626473
1613,158198.72989239474
1614,133065.00793561435
1615,91345.49560305492
1616,70343.2309117887
1617,88489.0505281303
1618,129163.34876494833
1619,145711.42875250467
1620,171191.38023656677
1621,138583.9784054258
1622,135750.25939085786
1623,306823.41782342095
1624,197687.96091350095
1625,124499.7623775498
1626,160380.35364178196
1627,190979.89162348653
1628,280446.49034295516
1629,179833.28948855997
1630,392569.1270304917
1631,224420.9904577613
1632,253195.87764099461
1633,165968.0012808659
1634,179660.8131815976
1635,179984.96648688646
1636,155819.60553911625
1637,198408.76352379358
1638,188237.85176275452
1639,189139.97837486642
1640,266329.71468363254
1641,180907.2755150077
1642,243070.2621890858
1643,209344.1628394513
1644,241009.6229374696
1645,211391.06939996107
1646,159716.36911738903
1647,138855.5651610207
1648,136613.48499779016
1649,149768.5333263779
1650,115203.41946907174
1651,113723.64805540621
1652,94007.52662845347
1653,102755.95473586523
1654,144240.3312239088
1655,143225.8504288138
1656,147697.7690159315
1657,145348.3975335705
1658,140617.89804538505
1659,124471.11757041972
1660,162261.44158324075
1661,454698.36182835937
1662,395176.3225876272
1663,349120.61138391495
1664,462013.06411157956
1665,286499.0084360765
1666,296577.4724540257
1667,351367.21561536373
1668,324471.09027800744
1669,301593.4289857606
1670,339136.3293119315
1671,253074.78410307676
1672,447644.76689258066
1673,300457.57560619264
1674,259338.76759450612
1675,184060.228814504
1676,198915.10346803136
1677,217385.49434001138
1678,447765.5030300729
1679,362320.2844229362
1680,339820.57501537696
1681,242897.96320742235
1682,278846.43291661533
1683,171342.0284643177
1684,166681.05000463952
1685,164148.8587410765
1686,164136.1943122582
1687,164268.3253427676
1688,195933.3439085074
1689,198671.1974362557
1690,190505.30701103335
1691,181840.83564460205
1692,269490.27881989157
1693,171933.7559943964
1694,183201.64697224705
1695,168277.20623782743
1696,275416.31541220273
1697,172008.7888261303
1698,364683.6478601108
1699,356282.2148549763
1700,257354.57293345212
1701,267052.5487564966
1702,237508.4378634546
1703,243027.5807505857
1704,284175.16647107183
1705,231085.39122253782
1706,410554.3283624535
1707,232769.2180860573
1708,205499.3562764486
1709,257105.00858001248
1710,230621.54504371693
1711,271752.16433229466
1712,253926.69159667537
1713,281086.17411546793
1714,233011.94794149624
1715,215376.52086850966
1716,197267.91322989244
1717,173926.18445740416
1718,123330.50636121753
1719,188423.95452357995
1720,250678.56982654982
1721,176912.9266742637
1722,124159.76168609897
1723,159261.8997717716
1724,203406.76484063757
1725,242627.46355354163
1726,186506.03618545976
1727,148653.0698524079
1728,184315.91711861733
1729,179574.19836016741
1730,148703.77801852583
1731,118970.44264253745
1732,128465.57953711227
1733,111747.64152692405
1734,129763.37050397447
1735,132868.79764142432
1736,112306.7328274172
1737,318928.02068157506
1738,222713.16142439327
1739,256654.0096489013
1740,205247.94816820652
1741,178295.4096846905
1742,171496.45725754378
1743,173148.55158506104
1744,318399.6593800258
1745,250761.56431248086
1746,154987.94900132317
1747,226462.4840856166
1748,233334.81716629272
1749,161590.45829781753
1750,123876.08473259954
1751,230912.93062504113
1752,121504.68364241289
1753,150159.57973087623
1754,183792.821494803
1755,177523.9438253804
1756,132517.4516079216
1757,121176.99237605528
1758,161302.4115598311
1759,164071.79788730104
1760,166135.1049894782
1761,135897.49997933928
1762,176119.39449790044
1763,171336.8008873397
1764,120597.2374517409
1765,162824.90359760818
1766,186446.46385519303
1767,200641.31713090368
1768,152930.31774330096
1769,172442.8159168272
1770,145240.27869100042
1771,129692.21493603548
1772,133522.71477322324
1773,148470.88287322366
1774,122376.70862004405
1775,140501.40585033587
1776,131229.19964377338
1777,118915.30558317344
1778,136704.78566710177
1779,113817.98996857973
1780,173903.18327217
1781,127638.76899551072
1782,85102.83305630155
1783,148207.58910123206
1784,103453.90217590974
1785,123754.03342513485
1786,137409.98897322107
1787,159863.08520257115
1788,48961.05859074808
1789,97745.3433592337
