Id,SalePrice
1461,125793.06
1462,168244.34
1463,181642.12
1464,198672.17
1465,190386.72
1466,171685.9
1467,180996.1
1468,164148.34
1469,186812.42
1470,123578.43
1471,202162.94
1472,96623.81
1473,94504.69
1474,152850.1
1475,121275.38
1476,354650.38
1477,241056.81
1478,288945.03
1479,292066.5
1480,466657.3
1481,324180.1
1482,203736.67
1483,166678.3
1484,170828.78
1485,176173.17
1486,191785.36
1487,343976.34
1488,233537.36
1489,192579.14
1490,220062.16
1491,186805.66
1492,88865.76
1493,181629.3
1494,302048.06
1495,288099.22
1496,236620.58
1497,184979.67
1498,165049.22
1499,159825.1
1500,149339.23
1501,179404.4
1502,147191.03
1503,289730.06
1504,252096.62
1505,233073.89
1506,193914.53
1507,244936.05
1508,203056.4
1509,166700.23
1510,145632.1
1511,149152.64
1512,170975.8
1513,137459.72
1514,145319.23
1515,202145.6
1516,149510.38
1517,166443.05
1518,132457.97
1519,211225.4
1520,134490.77
1521,139077.39
1522,180084.42
1523,117880.8
1524,130009.766
1525,126619.086
1526,117420.33
1527,102932.734
1528,136825.12
1529,153881.81
1530,175473.28
1531,114995.35
1532,97825.83
1533,149303.77
1534,119684.29
1535,152497.02
1536,106985.555
1537,64112.625
1538,159492.56
1539,211825.95
1540,90455.9
1541,145267.69
1542,133725.95
1543,216777.31
1544,76919.96
1545,111552.81
1546,132831.14
1547,125989.72
1548,133971.55
1549,110176.875
1550,135516.38
1551,115874.51
1552,152559.86
1553,152280.61
1554,118822.12
1555,165401.08
1556,86854.22
1557,104159.984
1558,99199.055
1559,75247.83
1560,150422.55
1561,133297.62
1562,126493.81
1563,125663.69
1564,160359.0
1565,146517.25
1566,248911.19
1567,71528.33
1568,236948.02
1569,132945.33
1570,139937.92
1571,121053.76
1572,144467.22
1573,216654.75
1574,108517.06
1575,224541.42
1576,240050.86
1577,180548.03
1578,149299.5
1579,140239.6
1580,188933.4
1581,154987.45
1582,127882.02
1583,333441.34
1584,216242.11
1585,141388.84
1586,70214.65
1587,100112.76
1588,150990.84
1589,100503.625
1590,129778.24
1591,96316.89
1592,120292.945
1593,126542.67
1594,129950.89
1595,116016.05
1596,226229.6
1597,192859.06
1598,202876.6
1599,182566.03
1600,178390.14
1601,60186.664
1602,116101.93
1603,80117.32
1604,273786.12
1605,257118.06
1606,170447.98
1607,179630.05
1608,203727.55
1609,176466.42
1610,133983.81
1611,135601.83
1612,158827.58
1613,159947.55
1614,124697.18
1615,85564.61
1616,74190.45
1617,90515.875
1618,126360.94
1619,145577.66
1620,162163.11
1621,136622.77
1622,138191.31
1623,294317.06
1624,212743.66
1625,124404.266
1626,160021.53
1627,186758.98
1628,286183.16
1629,174142.77
1630,349955.44
1631,218871.03
1632,237549.4
1633,164877.11
1634,184549.2
1635,181375.38
1636,153350.75
1637,203608.28
1638,187895.0
1639,179605.05
1640,276071.12
1641,183504.8
1642,234789.27
1643,232305.64
1644,240903.3
1645,200895.81
1646,161118.56
1647,159706.56
1648,135918.39
1649,137942.58
1650,118336.75
1651,123641.38
1652,97137.42
1653,100884.0
1654,149100.02
1655,150116.3
1656,144819.66
1657,148816.75
1658,142920.22
1659,125089.164
1660,155519.42
1661,427345.16
1662,437469.75
1663,359318.88
1664,450428.16
1665,302645.5
1666,330331.3
1667,394402.06
1668,327768.16
1669,311391.9
1670,331184.88
1671,253996.08
1672,438955.0
1673,309419.2
1674,244205.08
1675,180492.08
1676,186159.38
1677,212357.72
1678,428639.84
1679,409065.62
1680,345880.97
1681,229337.69
1682,315615.53
1683,171898.23
1684,171811.2
1685,168275.16
1686,167737.6
1687,164489.03
1688,189589.69
1689,200535.95
1690,201974.47
1691,186915.06
1692,293916.25
1693,157303.58
1694,184035.12
1695,161748.86
1696,274811.3
1697,169120.75
1698,352130.5
1699,351006.97
1700,234410.27
1701,265067.44
1702,231278.4
1703,236774.08
1704,283518.53
1705,226494.47
1706,415891.22
1707,212826.66
1708,187631.61
1709,273648.8
1710,224723.73
1711,271945.56
1712,259114.66
1713,265980.06
1714,233348.34
1715,207396.31
1716,181398.38
1717,178358.84
1718,131217.39
1719,197149.4
1720,255761.0
1721,170441.81
1722,128673.66
1723,153826.5
1724,202089.5
1725,237179.3
1726,192401.44
1727,154915.19
1728,186907.77
1729,165587.62
1730,159355.42
1731,121498.34
1732,132715.92
1733,115378.19
1734,127563.87
1735,135456.17
1736,115833.96
1737,339241.5
1738,223873.45
1739,253783.0
1740,208669.02
1741,181482.12
1742,175351.83
1743,172913.69
1744,329224.28
1745,219747.78
1746,185631.95
1747,220698.12
1748,214797.81
1749,148953.62
1750,125434.164
1751,243076.08
1752,119335.53
1753,149016.72
1754,199578.0
1755,170436.61
1756,133842.31
1757,123651.17
1758,149115.94
1759,164626.81
1760,162247.1
1761,139817.86
1762,177595.72
1763,177074.83
1764,119715.57
1765,163361.56
1766,180305.6
1767,224648.31
1768,150645.94
1769,179696.36
1770,151503.75
1771,128826.03
1772,139805.2
1773,144733.1
1774,139426.92
1775,141254.75
1776,125986.72
1777,113554.97
1778,139345.84
1779,118952.62
1780,181663.08
1781,125934.586
1782,91462.484
1783,146165.55
1784,107111.53
1785,114519.836
1786,149948.61
1787,161393.39
1788,53045.45
1789,96977.195
1790,76391.71
1791,180481.23
1792,157478.3
1793,125109.33
1794,151245.92
1795,135424.0
1796,126733.98
1797,111134.016
1798,125936.625
1799,116189.22
1800,125932.305
1801,130708.695
1802,140076.12
1803,145471.77
1804,146832.81
1805,139182.61
1806,118393.195
1807,136903.31
1808,123965.125
1809,113947.67
1810,139718.03
1811,90302.39
1812,91861.53
1813,123468.17
1814,93358.61
1815,55377.01
1816,96583.0
1817,108673.445
1818,161728.34
1819,124239.586
1820,55755.586
1821,116258.49
1822,157875.73
1823,41337.414
1824,129220.516
1825,136016.3
1826,103658.95
1827,103841.805
1828,128299.19
1829,113384.42
1830,142504.3
1831,153014.03
1832,78713.21
1833,141501.89
1834,120583.54
1835,122300.83
1836,125217.35
1837,85168.945
1838,133237.64
1839,92647.46
1840,146363.2
1841,135646.06
1842,83221.64
1843,125796.91
1844,133174.12
1845,138938.06
1846,151496.97
1847,159740.22
1848,58661.22
1849,115497.96
1850,115661.32
1851,157379.36
1852,128755.66
1853,128732.08
1854,174917.4
1855,145793.42
1856,226798.16
1857,172648.23
1858,134902.98
1859,120846.48
1860,144004.62
1861,120910.45
1862,289919.7
1863,268423.53
1864,268423.53
1865,332343.2
1866,336395.47
1867,231285.25
1868,287451.8
1869,204772.97
1870,227789.2
1871,269094.03
1872,170418.58
1873,234987.95
1874,142223.94
1875,198610.23
1876,191421.38
1877,209187.06
1878,202898.25
1879,125102.52
1880,136924.6
1881,240100.53
1882,257738.69
1883,187011.17
1884,207860.25
1885,251892.6
1886,304034.1
1887,198184.14
1888,269280.16
1889,156633.84
1890,116865.66
1891,126017.96
1892,102016.55
1893,125822.34
1894,124146.13
1895,137275.66
1896,121955.84
1897,117746.984
1898,112455.19
1899,151895.1
1900,150179.73
1901,169617.92
1902,142864.75
1903,213273.86
1904,145827.22
1905,208372.92
1906,168622.3
1907,220390.22
1908,110856.79
1909,136751.55
1910,123411.664
1911,211602.05
1912,304703.75
1913,145437.78
1914,51244.434
1915,326575.3
1916,65272.285
1917,276044.0
1918,141436.05
1919,174645.2
1920,149837.69
1921,419834.4
1922,322133.44
1923,215072.28
1924,235272.06
1925,193852.6
1926,415558.2
1927,135997.88
1928,142899.1
1929,122956.79
1930,127446.164
1931,142088.9
1932,138756.25
1933,191471.77
1934,179747.27
1935,166470.03
1936,188733.16
1937,184332.5
1938,164337.4
1939,237876.08
1940,187202.11
1941,161976.08
1942,185033.31
1943,217827.58
1944,369782.8
1945,396806.8
1946,140747.8
1947,281604.2
1948,159825.4
1949,244032.8
1950,193461.98
1951,254969.52
1952,217231.77
1953,169945.16
1954,178770.61
1955,140951.03
1956,301244.3
1957,146721.53
1958,320077.12
1959,138524.34
1960,116305.95
1961,122416.586
1962,93991.1
1963,100487.72
1964,106841.38
1965,147850.84
1966,143609.64
1967,281513.72
1968,444475.47
1969,410133.97
1970,438662.1
1971,440098.5
1972,363084.56
1973,267235.3
1974,333877.28
1975,508267.62
1976,277350.2
1977,359580.44
1978,376230.9
1979,321353.47
1980,198982.39
1981,322959.03
1982,219728.72
1983,201651.14
1984,165690.14
1985,228100.94
1986,222239.73
1987,180977.28
1988,178421.95
1989,190888.14
1990,217549.8
1991,234475.77
1992,218338.58
1993,165820.72
1994,228573.47
1995,186079.67
1996,238104.19
1997,321895.44
1998,330782.75
1999,257462.56
2000,319797.0
2001,262174.75
2002,240146.8
2003,270492.2
2004,281941.97
2005,211871.81
2006,232448.36
2007,244951.47
